开课院系,课程号,课序号,课程名,学分,主讲教师,本科生课容量,本科生课余量,研究生课容量,研究生课余量,上课时间,课程特色,年级,通识选秀课组
人文学院,10691342,32,写作与沟通,2,毛君,18,0,0,0,4-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,33,写作与沟通,2,毛君,16,0,0,0,4-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,34,写作与沟通,2,薛亘华,16,0,0,0,2-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,35,写作与沟通,2,薛亘华,16,0,0,0,2-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,36,写作与沟通,2,薛亘华,16,0,0,0,3-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,37,写作与沟通,2,薛亘华,16,0,0,0,3-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,38,写作与沟通,2,薛亘华,16,0,0,0,3-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,39,写作与沟通,2,张熙,16,0,0,0,2-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,4,写作与沟通,2,梁文恺,18,0,0,0,2-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,40,写作与沟通,2,张熙,17,0,0,0,2-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,41,写作与沟通,2,张熙,17,0,0,0,3-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,42,写作与沟通,2,张熙,16,4,0,0,3-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,43,写作与沟通,2,张熙,17,0,0,0,4-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,44,写作与沟通,2,陈豪,16,0,0,0,4-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,45,写作与沟通,2,陈豪,16,0,0,0,4-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,46,写作与沟通,2,陈豪,16,0,0,0,5-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,47,写作与沟通,2,陈豪,16,0,0,0,5-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,48,写作与沟通,2,佘曼榕,16,0,0,0,3-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,49,写作与沟通,2,佘曼榕,17,0,0,0,3-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,5,写作与沟通,2,贾雯旭,16,0,0,0,2-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,50,写作与沟通,2,佘曼榕,16,0,0,0,4-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,51,写作与沟通,2,佘曼榕,17,0,0,0,4-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,52,写作与沟通,2,贺曦鸣,17,0,0,0,1-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,53,写作与沟通,2,贺曦鸣,16,0,0,0,2-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,54,写作与沟通,2,贺曦鸣,18,0,0,0,2-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,55,写作与沟通,2,贺曦鸣,17,0,0,0,3-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,56,写作与沟通,2,贺曦鸣,16,0,0,0,3-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,57,写作与沟通,2,张芬,16,0,0,0,2-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,58,写作与沟通,2,张芬,17,0,0,0,2-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,59,写作与沟通,2,张芬,16,0,0,0,3-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,6,写作与沟通,2,贾雯旭,16,0,0,0,2-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,60,写作与沟通,2,张芬,17,0,0,0,3-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,61,写作与沟通,2,米真,16,0,0,0,2-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,62,写作与沟通,2,米真,16,0,0,0,2-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,63,写作与沟通,2,米真,16,0,0,0,3-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,64,写作与沟通,2,米真,16,0,0,0,3-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,65,写作与沟通,2,米真,16,0,0,0,3-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,66,写作与沟通,2,李君然,16,0,0,0,1-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,67,写作与沟通,2,李君然,16,0,0,0,1-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,68,写作与沟通,2,李君然,16,0,0,0,2-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,69,写作与沟通,2,李君然,16,0,0,0,2-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,7,写作与沟通,2,贾雯旭,16,10,0,0,3-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,70,写作与沟通,2,李君然,16,0,0,0,3-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,71,写作与沟通,2,朱垚颖,16,0,0,0,2-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,72,写作与沟通,2,朱垚颖,18,0,0,0,2-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,73,写作与沟通,2,朱垚颖,16,0,0,0,4-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,74,写作与沟通,2,朱垚颖,16,2,0,0,4-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,75,写作与沟通,2,程祥钰,16,0,0,0,2-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,76,写作与沟通,2,程祥钰,16,0,0,0,3-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,77,写作与沟通,2,程祥钰,16,0,0,0,3-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,78,写作与沟通,2,程祥钰,18,0,0,0,4-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,79,写作与沟通,2,晏冰,17,0,0,0,1-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,8,写作与沟通,2,贾雯旭,16,2,0,0,3-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,80,写作与沟通,2,晏冰,17,0,0,0,1-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,81,写作与沟通,2,晏冰,16,0,0,0,3-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,82,写作与沟通,2,晏冰,16,1,0,0,3-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,83,写作与沟通,2,耿弘明,16,0,0,0,1-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,84,写作与沟通,2,耿弘明,18,0,0,0,1-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,85,写作与沟通,2,耿弘明,16,0,0,0,3-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,86,写作与沟通,2,耿弘明,16,0,0,0,3-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,87,写作与沟通,2,薛静,17,0,0,0,2-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,88,写作与沟通,2,薛静,17,0,0,0,2-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,89,写作与沟通,2,薛静,16,0,0,0,3-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,9,写作与沟通,2,高策,16,0,0,0,3-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,90,写作与沟通,2,薛静,16,0,0,0,3-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,91,写作与沟通,2,窦吉芳,16,0,0,0,2-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,92,写作与沟通,2,窦吉芳,17,0,0,0,2-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,93,写作与沟通,2,窦吉芳,17,0,0,0,2-6(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,94,写作与沟通,2,窦吉芳,16,0,0,0,3-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,95,写作与沟通,2,王缅,16,0,0,0,1-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,96,写作与沟通,2,王缅,16,0,0,0,1-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,97,写作与沟通,2,王缅,16,0,0,0,1-3(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,98,写作与沟通,2,王缅,16,0,0,0,2-1(全周),文化素质核心课; 文化素质课;,,
人文学院,10691342,99,写作与沟通,2,王缅,16,0,0,0,2-2(全周),文化素质核心课; 文化素质课;,,
人文学院,10691412,90,孔子和鲁迅,2,顾涛,50,8,0,0,3-4(全周),文化素质核心课; 文化素质课; 通识选修课; 通识荣誉课;,,人文课组
人文学院,10691512,90,朝鲜半岛的历史与文化,2,陈为蓬,50,0,10,9,3-6(全周),文化素质课; 通识选修课;,,人文课组
人文学院,10691543,0,清华简与古代文明,3,程浩,60,21,0,0,"2-4(全周),2-3(全周)",,2024,
人文学院,10691552,90,中国历史地理,2,韩茂莉,150,8,0,0,1-3(全周),文化素质课; 通识选修课;,,人文课组
人文学院,10691572,90,诗词格律与创作,2,钟振振,150,0,0,0,4-6(1-11周),文化素质课; 通识选修课;,,人文课组
人文学院,10691582,90,古典诗词阅读与鉴赏,2,钟振振,60,0,0,0,5-2(1-11周),文化素质课; 通识选修课;,,人文课组
人文学院,10691633,0,中国现代诗歌鉴赏与写作,3,陈国平,50,7,0,0,4-6(全周),通识选修课,2022,
社科学院,10700093,0,认识现代国家,3,任剑涛,65,5,0,0,3-6(全周),,,
社科学院,10700103,0,理解国际关系：经典理论与当代争论,3,孙学峰,90,5,0,0,2-2(全周),,2024,
社科学院,10700172,90,社会不平等与社会治理,2,刘精明,75,33,0,0,1-3(全周),文化素质课; 通识选修课;,,社科课组
社科学院,10700193,90,理解公共政策：多元视角与案例解析,3,胡悦,50,28,0,0,"1-4(全周),1-3(全周)",文化素质课; 通识选修课;,,社科课组
社科学院,10700212,90,睡眠与健康,2,李晓谕,30,0,0,0,2-6(全周),文化素质课; 通识选修课;,,社科课组
体育部,10720021,88,体育(2),1,,160,106,0,0,(全周),,,
体育部,10720041,88,体育(4),1,,200,146,0,0,(全周),,,
体育部,10720120,88,体育专项(2),0,,300,225,0,0,(全周),,,
体育部,10720150,1,游泳测试,0,舒美,480,317,0,0,(全周),,,
体育部,10720150,2,游泳测试,0,舒美,480,289,0,0,(全周),,,
体育部,10720150,3,游泳测试,0,舒美,480,68,0,0,(全周),,,
体育部,10720150,4,游泳测试,0,舒美,1200,28,0,0,(全周),,,
体育部,10720211,1,一年级女生体育(2),1,王俊林,135,0,0,0,1-2(全周),,2024,
体育部,10720211,2,一年级女生体育(2),1,王俊林,135,0,0,0,1-3(全周),,2024,
体育部,10720211,3,一年级女生体育(2),1,王俊林,150,52,0,0,2-2(全周),,2024,
体育部,10720211,4,一年级女生体育(2),1,王俊林,130,0,0,0,2-3(全周),,2024,
体育部,10720211,5,一年级女生体育(2),1,王俊林,120,16,0,0,3-2(全周),,2024,
体育部,10720211,6,一年级女生体育(2),1,王俊林,120,17,0,0,3-3(全周),,2024,
体育部,10720211,7,一年级女生体育(2),1,王俊林,100,30,0,0,4-2(全周),,2024,
体育部,10720211,8,一年级女生体育(2),1,王俊林,150,6,0,0,5-2(全周),,2024,
体育部,10720211,9,一年级女生体育(2),1,王俊林,165,8,0,0,5-3(全周),,2024,
体育部,10720221,1,一年级男生体育(2),1,王俊林,350,17,0,0,1-2(全周),,2024,
体育部,10720221,2,一年级男生体育(2),1,王俊林,340,0,0,0,1-3(全周),,2024,
体育部,10720221,3,一年级男生体育(2),1,王俊林,320,0,0,0,2-2(全周),,2024,
体育部,10720221,4,一年级男生体育(2),1,王俊林,330,4,0,0,2-3(全周),,2024,
体育部,10720221,5,一年级男生体育(2),1,王俊林,300,89,0,0,3-2(全周),,2024,
体育部,10720221,6,一年级男生体育(2),1,王俊林,280,34,0,0,3-3(全周),,2024,
体育部,10720221,7,一年级男生体育(2),1,王俊林,280,16,0,0,4-2(全周),,2024,
体育部,10720221,8,一年级男生体育(2),1,王俊林,370,14,0,0,5-2(全周),,2024,
体育部,10720221,9,一年级男生体育(2),1,王俊林,300,20,0,0,5-3(全周),,2024,
体育部,10720241,1,体疗（2）,1,曹春梅,6,0,0,0,1-3(全周),,,
体育部,10720241,2,体疗（2）,1,曹春梅,6,0,0,0,1-4(全周),,,
体育部,10720241,3,体疗（2）,1,曹春梅,6,0,0,0,2-3(全周),,,
体育部,10720241,4,体疗（2）,1,曹春梅,6,0,0,0,2-4(全周),,,
体育部,10720241,5,体疗（2）,1,曹春梅,6,1,0,0,3-4(全周),,,
体育部,10720241,6,体疗（2）,1,马勇志,6,6,0,0,4-2(全周),,,
体育部,10720251,1,二年级男生散手,1,马勇志,32,0,0,0,3-3(全周),,2023,
体育部,10720251,2,二年级男生散手,1,于洪军,32,0,0,0,4-1(全周),,2023,
体育部,10720251,3,二年级男生散手,1,于洪军,32,0,0,0,5-4(全周),,2023,
体育部,10720271,0,二年级男生板球,1,刘静民,18,0,0,0,1-3(全周),,2023,
体育部,10720311,1,二年级男生篮球,1,杨半伴,32,7,0,0,2-2(全周),,2023,
体育部,10720311,10,二年级男生篮球,1,田奇乐,24,4,0,0,2-3(全周),,2023,
体育部,10720311,2,二年级男生篮球,1,杨半伴,32,0,0,0,2-3(全周),,2023,
体育部,10720311,3,二年级男生篮球,1,杨半伴,32,4,0,0,3-2(全周),,2023,
体育部,10720311,4,二年级男生篮球,1,杨半伴,32,0,0,0,3-3(全周),,2023,
体育部,10720311,5,二年级男生篮球,1,陈磊,32,0,0,0,2-1(全周),,2023,
体育部,10720311,6,二年级男生篮球,1,陈磊,32,0,0,0,2-2(全周),,2023,
体育部,10720311,7,二年级男生篮球,1,陈磊,32,0,0,0,3-1(全周),,2023,
体育部,10720311,8,二年级男生篮球,1,陈磊,32,0,0,0,4-1(全周),,2023,
体育部,10720311,9,二年级男生篮球,1,陈磊,32,0,0,0,4-2(全周),,2023,
体育部,10720321,1,二年级男生排球,1,周放,32,0,0,0,1-3(全周),,2023,
体育部,10720321,2,二年级男生排球,1,周放,32,0,0,0,5-2(全周),,2023,
体育部,10720321,3,二年级男生排球,1,周放,32,0,0,0,5-3(全周),,2023,
体育部,10720331,1,二年级男生足球,1,何奇泽,32,0,0,0,5-2(全周),,2023,
体育部,10720331,2,二年级男生足球,1,何奇泽,32,0,0,0,5-3(全周),,2023,
体育部,10720331,3,二年级男生足球,1,张冰,32,0,0,0,1-2(全周),,2023,
体育部,10720331,4,二年级男生足球,1,张冰,32,2,0,0,2-2(全周),,2023,
体育部,10720351,1,二年级男生棒球,1,贾昱冰,32,0,0,0,1-2(全周),,2023,
体育部,10720351,2,二年级男生棒球,1,贾昱冰,32,0,0,0,4-2(全周),,2023,
体育部,10720351,3,二年级男生棒球,1,贾昱冰,32,0,0,0,5-2(全周),,2023,
体育部,10720361,1,二年级男生健美,1,张新贵,26,0,0,0,1-3(全周),,2023,
体育部,10720361,2,二年级男生健美,1,张新贵,26,0,0,0,1-4(全周),,2023,
体育部,10720361,3,二年级男生健美,1,张新贵,26,1,0,0,3-2(全周),,2023,
体育部,10720361,4,二年级男生健美,1,张新贵,26,1,0,0,5-2(全周),,2023,
体育部,10720361,5,二年级男生健美,1,张新贵,26,0,0,0,5-3(全周),,2023,
体育部,10720371,1,二年级男生游泳,1,萧龙,20,0,0,0,2-3(全周),,2023,
体育部,10720371,10,二年级男生游泳,1,马为民,20,0,0,0,4-1(全周),,2023,
体育部,10720371,11,二年级男生游泳,1,马为民,20,0,0,0,4-2(全周),,2023,
体育部,10720371,12,二年级男生游泳,1,李成伟,20,0,0,0,3-3(全周),,2023,
体育部,10720371,13,二年级男生游泳,1,李成伟,20,0,0,0,4-1(全周),,2023,
体育部,10720371,14,二年级男生游泳,1,李成伟,20,0,0,0,4-2(全周),,2023,
体育部,10720371,15,二年级男生游泳,1,李成伟,20,0,0,0,5-3(全周),,2023,
体育部,10720371,16,二年级男生游泳,1,李成伟,20,0,0,0,5-4(全周),,2023,
体育部,10720371,17,二年级男生游泳,1,马新东,20,0,0,0,1-2(全周),,2023,
体育部,10720371,18,二年级男生游泳,1,马新东,20,1,0,0,5-2(全周),,2023,
体育部,10720371,19,二年级男生游泳,1,杨听宇,20,0,0,0,1-2(全周),,2023,
体育部,10720371,2,二年级男生游泳,1,萧龙,20,0,0,0,2-4(全周),,2023,
体育部,10720371,20,二年级男生游泳,1,杨听宇,20,0,0,0,3-4(全周),,2023,
体育部,10720371,21,二年级男生游泳,1,那树森,20,0,0,0,2-1(全周),,2023,
体育部,10720371,22,二年级男生游泳,1,那树森,20,0,0,0,2-2(全周),,2023,
体育部,10720371,23,二年级男生游泳,1,那树森,20,0,0,0,3-1(全周),,2023,
体育部,10720371,24,二年级男生游泳,1,那树森,20,0,0,0,3-2(全周),,2023,
体育部,10720371,25,二年级男生游泳,1,陈祚,21,0,0,0,1-3(全周),,2023,
体育部,10720371,26,二年级男生游泳,1,陈祚,20,1,0,0,4-1(全周),,2023,
体育部,10720371,27,二年级男生游泳,1,陈祚,20,0,0,0,4-2(全周),,2023,
体育部,10720371,28,二年级男生游泳,1,陈祚,20,0,0,0,5-3(全周),,2023,
体育部,10720371,29,二年级男生游泳,1,张文清,20,0,0,0,2-3(全周),,2023,
体育部,10720371,3,二年级男生游泳,1,萧龙,20,0,0,0,3-3(全周),,2023,
体育部,10720371,30,二年级男生游泳,1,刘静民,20,0,0,0,1-4(全周),,2023,
体育部,10720371,31,二年级男生游泳,1,张绍良,20,0,0,0,2-3(全周),,2023,
体育部,10720371,4,二年级男生游泳,1,萧龙,20,1,0,0,3-4(全周),,2023,
体育部,10720371,5,二年级男生游泳,1,萧龙,20,0,0,0,5-4(全周),,2023,
体育部,10720371,6,二年级男生游泳,1,马为民,20,0,0,0,2-1(全周),,2023,
体育部,10720371,7,二年级男生游泳,1,马为民,20,0,0,0,2-2(全周),,2023,
体育部,10720371,8,二年级男生游泳,1,马为民,20,1,0,0,3-1(全周),,2023,
体育部,10720371,9,二年级男生游泳,1,马为民,20,0,0,0,3-2(全周),,2023,
体育部,10720381,1,二年级男生武术,1,张继东,32,0,0,0,3-3(全周),,2023,
体育部,10720381,2,二年级男生武术,1,冯宏鹏,32,0,0,0,5-2(全周),,2023,
体育部,10720381,3,二年级男生武术,1,冯宏鹏,32,0,0,0,5-3(全周),,2023,
体育部,10720411,1,二年级男生乒乓球,1,王欣,32,0,0,0,2-4(全周),,2023,
体育部,10720411,2,二年级男生乒乓球,1,刘国正,32,0,0,0,1-4(全周),,2023,
体育部,10720411,3,二年级男生乒乓球,1,刘国正,32,0,0,0,2-2(全周),,2023,
体育部,10720411,4,二年级男生乒乓球,1,刘国正,32,0,0,0,4-2(全周),,2023,
体育部,10720411,5,二年级男生乒乓球,1,刘国正,32,0,0,0,5-2(全周),,2023,
体育部,10720411,6,二年级男生乒乓球,1,刘静民,32,0,0,0,3-1(全周),,2023,
体育部,10720411,7,二年级男生乒乓球,1,刘静民,32,0,0,0,3-2(全周),,2023,
